id|course_id|grade
740|4|15
740|4|14.7
740|9|12.25
740|9|10.5
740|9|9
740|2|13.5
740|2|15.7
740|2|12.8
740|2|6.6
740|2|13.4
740|2|10.1
740|2|12.6
740|2|14.1
740|2|10.2
740|7|15.5
740|7|14.5
740|7|11
740|7|13
740|7|13.5
740|7|14
740|10|8
740|10|10.5
740|10|_
740|10|9.5
740|10|12
740|1|4
740|1|10.5
740|1|11
740|1|6
740|1|9
740|1|8.5
740|1|9.5
740|1|8
740|5|6.5
740|5|7.5
740|5|7.25
740|5|6
740|5|7
740|6|9
740|6|6
740|6|5
740|6|7
740|6|8
740|6|8
767|3|10
767|3|9
767|3|9
767|3|9.5
767|3|10
767|3|8
767|3|7
767|8|10.5
767|8|16
767|8|12
767|4|13.4
767|4|11.8
767|4|14
767|4|15.1
767|4|10.1
767|4|15.1
767|4|13.7
767|4|12.1
767|9|8
767|9|3.5
767|9|10.25
767|2|10.7
767|2|12.5
767|2|15.2
767|2|8.3
767|2|11
767|2|8.4
767|2|11.2
767|2|12.7
767|2|11.5
767|7|16.5
767|7|14
767|7|14
767|7|13
767|7|13
767|7|14.5
767|7|14.5
767|10|9
767|10|6.75
767|10|7.75
767|10|9.25
767|1|11.5
767|1|4
767|1|8.5
767|1|9
767|1|6.5
767|1|14
767|1|5.5
767|1|8.5
767|5|6.75
767|5|11.25
767|5|8.75
767|5|6
767|5|3.75
767|6|13
767|6|8
767|6|6
767|6|12
767|6|6
767|6|6
773|3|10
773|3|10
773|3|9
773|3|7.5
773|3|9
773|3|9
773|3|9.5
773|8|17.5
773|8|20
773|8|11
773|4|11.8
773|4|12.4
773|4|15.5
773|4|16.7
773|4|15.9
773|4|10.2
773|4|17.4
773|9|15
773|9|10.5
773|9|14.25
773|2|6
773|2|8.5
773|2|11.6
773|2|10.9
773|2|10.5
773|2|7.6
773|2|9.8
773|2|10.3
773|2|12.3
773|7|14.5
773|7|16
773|7|14.5
773|7|13.5
773|7|14.5
773|7|13
773|7|13
773|10|5.75
773|10|14
773|10|10
773|10|9.5
773|10|10
773|1|11.5
773|1|9
773|1|8
773|1|8.5
773|1|9.5
773|1|8
773|1|5
773|1|9
773|5|9.25
773|5|7.25
773|5|7.75
773|5|10.75
773|5|6.25
773|6|14
773|6|8
773|6|5
773|6|7
773|6|12
773|6|6
789|3|10.5
789|3|8
789|3|9.5
789|3|11.5
789|3|9
789|3|9.5
789|3|9
789|8|13.5
789|8|13
789|8|13
789|4|12.3
789|4|12.3
789|4|13.1
789|4|15
789|4|9.3
789|4|14.8
789|9|15.25
789|9|9.5
789|9|11.75
789|2|10.9
789|2|12.5
789|2|12.3
789|2|10.3
789|2|8.8
789|2|13.6
789|2|10.7
789|2|8.2
789|2|13.3
789|7|12.5
789|7|16.5
789|7|14.5
789|7|12.5
789|7|13
789|7|13
789|7|13.5
789|10|8.25
789|10|6.25
789|10|6.75
789|10|6.75
789|10|6.25
789|1|11
789|1|9
789|1|6.5
789|1|6.5
789|1|5.5
789|1|6.5
789|1|5
789|1|7
789|5|10.5
789|5|9.5
789|5|2.75
789|5|5.25
789|5|4.25
789|6|10
789|6|10
789|6|11
789|6|10
789|6|8
789|6|4
804|3|10.5
804|3|8
804|3|10.5
804|3|9.5
804|3|8.5
804|3|7.5
804|3|11.5
804|8|12.5
804|8|18.5
804|8|9
804|4|9.3
804|4|15.1
804|4|14.5
804|4|15.1
804|4|13.5
804|4|13.3
804|4|11
804|4|15
804|9|9.25
804|9|11
804|9|12
804|2|10.6
804|2|9
804|2|10
804|2|11.6
804|2|12.9
804|2|11.2
804|2|_
804|2|9.7
804|2|12.1
804|7|13.5
804|7|13
804|7|15
804|7|14
804|7|14
804|7|_
804|10|9
804|10|10
804|10|8.5
804|10|8.75
804|10|11.25
804|1|9.5
804|1|7
804|1|6.5
804|1|7.5
804|1|9
804|1|9.5
804|1|10.5
804|1|8.5
804|5|7
804|5|6.75
804|5|8
804|5|7.5
804|5|5.75
804|6|11
804|6|10
804|6|11
804|6|10
804|6|6
804|6|11
808|3|9.5
808|3|10
808|3|10.5
808|3|8.5
808|3|9
808|3|9.5
808|3|_
808|8|15
808|8|13
808|8|11.5
808|4|16.1
808|4|15.3
808|4|14.4
808|4|17.7
808|4|14.3
808|4|15.6
808|4|14.2
808|4|11.5
808|9|15
808|9|11.75
808|9|10.5
808|2|13.6
808|2|12.5
808|2|11.4
808|2|13.6
808|2|14.4
808|2|14.4
808|2|13.8
808|2|11.2
808|2|11.1
808|7|14.5
808|7|13.5
808|7|15
808|7|15
808|7|15.5
808|7|14
808|10|11.5
808|10|10.25
808|10|10.25
808|10|11.5
808|10|10
808|1|10
808|1|8.5
808|1|8
808|1|6.5
808|1|10.5
808|1|10.5
808|1|8
808|5|3.75
808|5|10.75
808|5|4.75
808|5|10
808|5|10
808|6|7
808|6|11
808|6|9
808|6|8
808|6|8
808|6|5
813|3|9.5
813|3|10.5
813|3|8
813|3|9
813|3|9.5
813|3|11
813|3|7
813|8|13.5
813|8|10
813|8|14
813|4|12.9
813|4|15.2
813|4|11.3
813|4|18.8
813|4|11.1
813|4|12.4
813|4|16.9
813|4|14.4
813|9|16
813|9|9.75
813|9|14.25
813|2|12.3
813|2|11
813|2|14.1
813|2|12.5
813|2|6.8
813|2|4.5
813|2|10.4
813|2|8.1
813|2|11.6
813|7|15
813|7|11.5
813|7|16
813|7|14.5
813|7|13.5
813|7|14
813|7|13
813|10|7.25
813|10|10.75
813|10|9.25
813|10|8.25
813|10|10
813|1|8
813|1|10
813|1|12
813|1|10
813|1|10
813|1|7
813|1|13
813|1|7.5
813|5|8.5
813|5|9.25
813|5|6
813|5|11
813|6|12
813|6|10
813|6|2
813|6|11
813|6|9
819|3|8
819|3|9.5
819|3|9
819|3|10
819|3|10
819|3|9.5
819|3|9
819|8|14.5
819|8|8.5
819|8|12
819|4|15.1
819|4|15.6
819|4|14.3
819|4|11.5
819|4|12.1
819|4|17
819|4|12.5
819|4|11.5
819|9|7.75
819|9|3.75
819|9|11.25
819|2|14.1
819|2|11.8
819|2|11.1
819|2|10.1
819|2|11
819|2|14.4
819|2|10.1
819|2|7.4
819|2|10.2
819|7|14.5
819|7|14
819|7|14.5
819|7|15.5
819|7|15
819|7|15
819|7|12.5
819|10|10
819|10|8.5
819|10|7.25
819|10|8.5
819|10|9
819|1|6
819|1|8
819|1|2.5
819|1|11.5
819|1|8
819|1|9.5
819|1|8.5
819|1|7
819|5|2.75
819|5|2
819|5|5.5
819|5|8.5
819|5|8.5
819|6|6
819|6|11
819|6|8
819|6|10
819|6|9
819|6|10
827|3|8.5
827|3|7.5
827|3|9
827|3|8.5
827|3|9.5
827|3|10
827|3|10.5
827|8|10.5
827|8|13.5
827|8|6
827|4|14.4
827|4|10.3
827|4|15.6
827|4|10.4
827|4|9.4
827|4|12.9
827|4|15.4
827|4|12.1
827|9|10.5
827|9|9.75
827|9|3.5
827|2|13.1
827|2|13.5
827|2|9.7
827|2|16.1
827|2|11.6
827|2|6.2
827|2|9.9
827|2|13.2
827|2|10.1
827|7|14.5
827|7|16
827|7|13.5
827|7|14.5
827|7|14
827|7|13.5
827|7|15.5
827|10|9.25
827|10|11
827|10|8
827|10|6.75
827|10|5.75
827|1|12
827|1|11
827|1|9.5
827|1|7.5
827|1|7.5
827|1|9
827|1|10.5
827|5|9.5
827|5|9
827|5|3.75
827|5|4.75
827|5|9
827|6|9
827|6|12
827|6|9
827|6|10
827|6|7
827|6|6
829|3|8
829|3|7.5
829|3|9.5
829|3|8.5
829|3|9.5
829|3|10.5
829|3|9
829|8|11
829|8|15
829|4|9.2
829|4|15.2
829|4|11.1
829|4|12.9
829|4|11.7
829|4|13.7
829|4|14.6
829|4|15.7
829|9|15.25
829|9|12.5
829|9|10.5
829|2|10.6
829|2|11.3
829|2|11.6
829|2|11.2
829|2|7.4
829|2|8.2
829|2|12.4
829|2|8.9
829|7|16
829|7|14.5
829|7|12.5
829|7|14.5
829|7|15.5
829|7|13.5
829|7|17
829|10|9
829|10|8
829|10|9.5
829|10|8
829|10|11
829|1|10.5
829|1|10
829|1|10
829|1|12
829|1|7
829|1|11
829|1|7.5
829|1|8.5
829|5|8.75
829|5|8.75
829|5|_
829|5|8.75
829|5|9
829|6|8
829|6|7
829|6|7
829|6|10
829|6|7
829|6|12
830|3|7
830|3|10
830|3|10
830|3|9
830|3|9.5
830|3|10.5
830|3|9.5
830|8|14
830|8|13
830|8|18
830|4|17.4
830|4|17.6
830|4|8.8
830|4|13.6
830|4|15.5
830|4|15.8
830|4|14.7
830|4|14.4
830|9|7
830|9|3.25
830|9|6.25
830|2|10.3
830|2|7.4
830|2|6.7
830|2|14.5
830|2|14.7
830|2|8.2
830|2|11.7
830|2|11
830|7|11
830|7|12.5
830|7|14
830|7|17
830|7|14
830|7|17.5
830|10|8
830|10|9
830|10|11
830|10|10.25
830|10|9.75
830|1|14
830|1|14
830|1|11.5
830|1|_
830|1|8.5
830|1|9
830|1|7
830|5|6.5
830|5|1.5
830|5|10.25
830|5|7.25
830|5|9
830|6|6
830|6|6
830|6|11
830|6|12
830|6|9
830|6|10
6|3|11
6|3|9.5
6|3|9
6|3|11.5
6|3|8
6|3|8.5
6|3|10
6|8|9.5
6|8|12.5
6|8|13
6|4|16.9
6|4|14.1
6|4|14.6
6|4|17.9
6|4|11.1
6|4|13.1
6|4|12.1
6|4|15.9
6|9|10
6|9|14
6|9|12.25
6|2|10.6
6|2|6.1
6|2|11.7
6|2|15.1
6|2|8
6|2|6.9
6|2|9.4
6|2|10.7
6|2|10.9
6|7|12
6|7|13.5
6|7|13.5
6|7|12
6|7|11
6|7|12.5
6|7|14
6|10|8.75
6|10|10.5
6|10|10
6|10|9.5
6|10|8.75
6|1|5.5
6|1|7
6|1|9
6|1|8.5
6|1|12.5
6|1|12
6|1|7.5
6|5|11
6|5|9.25
6|5|8.75
6|5|9.75
6|5|12.25
6|6|10
6|6|10
6|6|11
6|6|14
6|6|7
6|6|13
13|3|8.5
13|3|9
13|3|9
13|3|10
13|3|7.5
13|3|8.5
13|3|9
13|8|13
13|8|12.5
13|8|9
13|4|15.5
13|4|15.7
13|4|10.8
13|4|15.2
13|4|16.6
13|4|9.3
13|4|15.5
13|4|15.5
13|9|4.5
13|9|7.25
13|9|7.75
13|2|10.7
13|2|12.9
13|2|13.7
13|2|12.2
13|2|8.8
13|2|10.9
13|2|11.9
13|2|10.4
13|7|14
13|7|16
13|7|13.5
13|7|14
13|7|16.5
13|7|15
13|7|14.5
13|10|7.5
13|10|12.75
13|10|9
13|10|6.25
13|1|9
13|1|9
13|1|10
13|1|12.5
13|1|5
13|1|8
13|1|8.5
13|1|6.5
13|5|0.5
13|5|8.5
13|5|5.5
13|5|7.25
13|5|12
13|6|10
13|6|8
13|6|5
13|6|10
13|6|7
13|6|7
39|3|8.5
39|3|9.5
39|3|9.5
39|3|10
39|3|10.5
39|3|7
39|8|10.5
39|8|9.5
39|8|10
39|4|18.1
39|4|12.4
39|4|14.6
39|4|14.3
39|4|16
39|4|10.8
39|4|14.8
39|4|16.8
39|9|0
39|9|4.75
39|9|10.75
39|2|11
39|2|13.6
39|2|12
39|2|12.9
39|2|12
39|2|5.3
39|2|6.4
39|2|16.4
39|2|8.6
39|7|12.5
39|7|13.5
39|7|17
39|7|14
39|7|13
39|7|14
39|7|14.5
39|10|5.25
39|10|8
39|10|6.75
39|10|8.25
39|10|9.75
39|1|4
39|1|8.5
39|1|8.5
39|1|8.5
39|1|10.5
39|1|_
39|1|8.5
39|1|8.5
39|5|9.25
39|5|3
39|5|6.25
39|5|8.75
39|5|10
39|6|9
39|6|7
39|6|5
39|6|12
39|6|11
39|6|12
72|3|9.5
72|3|11
72|3|8
72|3|9
72|3|10
72|3|10.5
72|3|8
72|8|15
72|8|13
72|8|10
72|4|11.8
72|4|14.9
72|4|16.1
72|4|13.5
72|4|15.5
72|4|19.9
72|4|16.9
72|4|13.5
72|9|3.75
72|9|7.75
72|9|11
72|2|7.7
72|2|8.3
72|2|12.8
72|2|7.7
72|2|10.4
72|2|5.9
72|2|7.5
72|2|10.1
72|7|12.5
72|7|10.5
72|7|14.5
72|7|14
72|7|13
72|7|13.5
72|7|11.5
72|10|7.5
72|10|6
72|10|9.75
72|10|9.25
72|10|8.5
72|1|9
72|1|7
72|1|8
72|1|4
72|1|6
72|1|6
72|1|8.5
72|5|9.5
72|5|7.25
72|5|6.25
72|5|8.5
72|6|12
72|6|7
72|6|9
72|6|10
72|6|6
72|6|6
118|3|8.5
118|3|7
118|3|10
118|3|8
118|3|9
118|3|9
118|8|14.5
118|8|12.5
118|8|9.5
118|4|13.2
118|4|17.5
118|4|13.5
118|4|14.4
118|4|13.4
118|4|10.9
118|4|17.5
118|4|9.4
118|9|7
118|9|7.25
118|9|9.5
118|2|11.9
118|2|11.4
118|2|8.6
118|2|8.8
118|2|11.2
118|2|12.2
118|2|12.3
118|2|11.2
118|2|11.4
118|7|14
118|7|12.5
118|7|14
118|7|13.5
118|7|13
118|7|14
118|7|12.5
118|10|10
118|10|10.75
118|10|11
118|1|6
118|1|8
118|1|5
118|1|5.5
118|1|7
118|1|5
118|1|6.5
118|1|8
118|5|8
118|5|12
118|5|9.75
118|5|4
118|5|6.75
118|6|7
118|6|8
118|6|7
118|6|9
118|6|6
118|6|8
159|3|11.5
159|3|8.5
159|3|10.5
159|3|10
159|3|8.5
159|3|8
159|8|10
159|8|12.5
159|8|9
159|4|15
159|4|15.7
159|4|11.2
159|4|17.3
159|4|10.3
159|4|12.5
159|4|15.2
159|4|11.6
159|9|4
159|9|10.75
159|9|4.75
159|2|11.4
159|2|12.2
159|2|12.1
159|2|6
159|2|6.3
159|2|7.5
159|2|9.1
159|2|10.4
159|2|8.5
159|7|13
159|7|15
159|7|16
159|7|14.5
159|7|13
159|7|13.5
159|7|15.5
159|10|7
159|10|6.25
159|10|7.75
159|10|4.75
159|10|7
159|1|_
159|1|4.5
159|1|10
159|1|9.5
159|1|7
159|1|8.5
159|1|6.5
159|1|8
159|5|4.25
159|5|7.75
159|5|10.75
159|5|12.75
159|5|9.5
159|6|8
159|6|7
159|6|5
159|6|9
159|6|6
159|6|8
171|3|10.5
171|3|9.5
171|3|10.5
171|3|9.5
171|3|9.5
171|3|7.5
171|3|8
171|8|11.5
171|8|16.5
171|8|11
171|4|17
171|4|14.3
171|4|14.5
171|4|8.6
171|4|9
171|4|13.4
171|4|15.2
171|4|11.5
171|9|13.5
171|9|8
171|9|2.75
171|2|9.5
171|2|13
171|2|10.3
171|2|14.7
171|2|9.1
171|2|11.7
171|2|5.2
171|2|8.1
171|2|14.6
171|7|13.5
171|7|13.5
171|7|14
171|7|13.5
171|7|14.5
171|7|15
171|7|13.5
171|10|14
171|10|8.75
171|10|7.5
171|10|10
171|10|8.25
171|1|8
171|1|11.5
171|1|_
171|1|6
171|1|6.5
171|1|7
171|1|6
171|1|12
171|5|11.5
171|5|9
171|5|7.5
171|5|5.75
171|5|5.5
171|6|7
171|6|9
171|6|5
171|6|7
171|6|10
171|6|8
188|3|9
188|3|10
188|3|7.5
188|3|7
188|3|6.5
188|3|8.5
188|3|8.5
188|8|12
188|8|10
188|8|13
188|4|15
188|4|14.8
188|4|14.5
188|4|20
188|4|11.7
188|4|9.4
188|4|14.3
188|4|13.7
188|9|10
188|9|10.25
188|9|8.75
188|2|9.4
188|2|7.6
188|2|9.8
188|2|9.8
188|2|14.1
188|2|7.3
188|2|7.6
188|2|13
188|2|7.8
188|7|12
188|7|14
188|7|14.5
188|7|12
188|7|12.5
188|7|13.5
188|7|13.5
188|10|11.25
188|10|3.75
188|10|9.25
188|10|12.25
188|10|8.25
188|1|11.5
188|1|8.5
188|1|6.5
188|1|6
188|1|10
188|1|6.5
188|1|9.5
188|1|5
188|5|8.25
188|5|11.5
188|5|8.5
188|5|10.5
188|5|12.25
188|6|8
188|6|7
188|6|7
188|6|10
188|6|4
188|6|12
220|3|9
220|3|_
220|3|7.5
220|3|9
220|3|8
220|3|7
220|3|8
220|8|17
220|8|9.5
220|8|15
220|4|11.1
220|4|15.2
220|4|16.2
220|4|15.1
220|4|12.6
220|4|16.5
220|4|_
220|4|19.2
220|9|11.25
220|9|0.5
220|9|13.25
220|2|9.1
220|2|12.2
220|2|8.4
220|2|10.5
220|2|7.5
220|2|9.8
220|2|8.6
220|2|10.5
220|2|9.9
220|7|_
220|7|16.5
220|7|16
220|7|13
220|7|15
220|7|14.5
220|10|7.75
220|10|6.5
220|10|_
220|10|9.25
220|10|7.5
220|1|7.5
220|1|9
220|1|9
220|1|10
220|1|3.5
220|1|8
220|1|6.5
220|5|12.25
220|5|6.5
220|5|8.5
220|5|3.75
220|5|12.25
220|6|4
220|6|7
220|6|12
220|6|10
220|6|6
220|6|4
231|3|8.5
231|3|8.5
231|3|7.5
231|3|10
231|3|9.5
231|3|9
231|8|14.5
231|8|5.5
231|8|17
231|4|14.3
231|4|15.4
231|4|13.6
231|4|13.9
231|4|12.1
231|4|13.4
231|4|12.9
231|4|15.2
231|9|5.75
231|9|7.25
231|9|2.75
231|2|10.7
231|2|12
231|2|6.8
231|2|12.5
231|2|_
231|2|12.4
231|2|7.8
231|2|10.7
231|2|7.7
231|7|14.5
231|7|12
231|7|13.5
231|7|11.5
231|7|13.5
231|7|13.5
231|7|13.5
231|10|7.25
231|10|7.75
231|10|10
231|10|6.75
231|10|6.25
231|1|8.5
231|1|6.5
231|1|8
231|1|9
231|1|7.5
231|1|5
231|1|10.5
231|1|8
231|5|6.75
231|5|6.5
231|5|8.25
231|5|11
231|5|10.25
231|6|8
231|6|10
231|6|8
231|6|12
231|6|5
231|6|5
237|3|9.5
237|3|7.5
237|3|9
237|3|8
237|3|9.5
237|3|8.5
237|3|9.5
237|8|9
237|8|9
237|8|10
237|4|12.9
237|4|16.1
237|4|12.3
237|4|15.8
237|4|13.1
237|4|11.3
237|4|14.1
237|4|12.9
237|9|7.5
237|9|12.75
237|2|7.4
237|2|8.1
237|2|11.1
237|2|12.1
237|2|12.8
237|2|9
237|2|12.1
237|2|11.4
237|2|7.5
237|7|12
237|7|11
237|7|16.5
237|7|14
237|7|13.5
237|7|14
237|7|11
237|10|8.5
237|10|7.25
237|10|12.25
237|10|7.25
237|10|9.75
237|1|10
237|1|9
237|1|12
237|1|9.5
237|1|11.5
237|1|8.5
237|1|7
237|1|10
237|5|11.75
237|5|4.5
237|5|4
237|5|9.25
237|5|9.75
237|6|13
237|6|9
237|6|10
237|6|10
237|6|4
237|6|12
296|3|8
296|3|10
296|3|11
296|3|11
296|3|7.5
296|3|8.5
296|3|9.5
296|8|10.5
296|8|8.5
296|8|14.5
296|4|16.7
296|4|14.4
296|4|12.8
296|4|12.6
296|4|17.1
296|4|15.9
296|4|13.5
296|4|13.6
296|9|7
296|9|9.75
296|9|10.75
296|2|8.6
296|2|9.1
296|2|13.8
296|2|11.9
296|2|4.6
296|2|12.9
296|2|13.4
296|2|5.9
296|7|14
296|7|15
296|7|16
296|7|14
296|7|13
296|7|12
296|7|10.5
296|10|7.25
296|10|8.5
296|10|7.5
296|10|6
296|10|9
296|1|7.5
296|1|8
296|1|7
296|1|8.5
296|1|11.5
296|1|8.5
296|1|7.5
296|1|7.5
296|5|4.75
296|5|11.5
296|5|15.25
296|5|7
296|5|8.5
296|6|10
296|6|9
296|6|6
296|6|6
296|6|11
296|6|7
304|3|8.5
304|3|10.5
304|3|9.5
304|3|8.5
304|3|11
304|3|9.5
304|3|9
304|8|11
304|8|12
304|8|12
304|4|14.3
304|4|15.1
304|4|11.3
304|4|14.8
304|4|16.1
304|4|14.8
304|4|11.2
304|4|17.8
304|9|12
304|9|12.25
304|9|11.75
304|2|9.4
304|2|10.9
304|2|10.6
304|2|12.8
304|2|12.1
304|2|7.5
304|2|9.5
304|2|7.3
304|7|15.5
304|7|11.5
304|7|13.5
304|7|12
304|7|13.5
304|7|13
304|7|14
304|10|8
304|10|8.5
304|10|9
304|10|5.75
304|10|9.5
304|1|11
304|1|10
304|1|7
304|1|7.5
304|1|9
304|1|7
304|1|10
304|1|13
304|5|9.5
304|5|10.75
304|5|7
304|5|4.75
304|6|9
304|6|11
304|6|6
304|6|12
304|6|10
304|6|8
312|3|10
312|3|9
312|3|11
312|3|8
312|3|9
312|3|9.5
312|3|9.5
312|8|16.5
312|8|13.5
312|8|8.5
312|4|12.2
312|4|14.2
312|4|13.6
312|4|14.3
312|4|16.5
312|4|15.2
312|4|15
312|4|12.6
312|9|4.25
312|9|2
312|9|9
312|2|9.3
312|2|8.7
312|2|7.8
312|2|6.8
312|2|7.9
312|2|10.1
312|2|10.9
312|2|13.7
312|2|11.2
312|7|14.5
312|7|15
312|7|11.5
312|7|13.5
312|7|14.5
312|7|13.5
312|7|13
312|10|9
312|10|8.25
312|10|7.5
312|10|7.75
312|10|10.25
312|1|12
312|1|5
312|1|4.5
312|1|8
312|1|_
312|1|5
312|1|9
312|1|6
312|5|6.75
312|5|5.5
312|5|7.5
312|5|11.25
312|5|11
312|6|10
312|6|5
312|6|8
312|6|6
312|6|10
312|6|8
320|3|9.5
320|3|9
320|3|7.5
320|3|10
320|3|9.5
320|3|8.5
320|3|7.5
320|8|15.5
320|8|13
320|8|9.5
320|4|13.8
320|4|13.2
320|4|14.8
320|4|15.2
320|4|9.4
320|4|12.9
320|4|16.5
320|9|9.25
320|9|3.5
320|2|10.8
320|2|10.5
320|2|13.1
320|2|10.9
320|2|12.1
320|2|9.3
320|2|11.7
320|2|10.8
320|7|13.5
320|7|14.5
320|7|13
320|7|14
320|7|14.5
320|7|14.5
320|7|14
320|10|4.5
320|10|10.5
320|10|8.25
320|10|12
320|10|7.25
320|1|9
320|1|8.5
320|1|9.5
320|1|11
320|1|8
320|1|8.5
320|1|6.5
320|5|11.5
320|5|7.5
320|5|8
320|5|9.5
320|5|8.25
320|6|7
320|6|12
320|6|9
320|6|8
320|6|6
320|6|8
332|3|7
332|3|9.5
332|3|10
332|3|11
332|3|9.5
332|8|12.5
332|8|12
332|8|12
332|4|13.2
332|4|13.9
332|4|12.3
332|4|13.4
332|4|15.4
332|4|13
332|4|14.4
332|4|15.8
332|9|10.25
332|9|4.5
332|9|9.25
332|2|10.2
332|2|11
332|2|10.1
332|2|12
332|2|8.2
332|2|10.7
332|2|10.1
332|2|10.1
332|2|10.9
332|7|15
332|7|14
332|7|13.5
332|7|14
332|7|14.5
332|7|14.5
332|7|14.5
332|10|7
332|10|5.5
332|10|8.25
332|10|6.5
332|10|7.25
332|1|6
332|1|7.5
332|1|6.5
332|1|5
332|1|9
332|1|6
332|1|11
332|5|9
332|5|8.25
332|5|8.75
332|5|10.25
332|5|9.75
332|6|6
332|6|10
332|6|10
332|6|11
332|6|8
332|6|5
351|3|10
351|3|9.5
351|3|8
351|3|9.5
351|3|7.5
351|3|9
351|3|9
351|8|12
351|8|10.5
351|8|16
351|4|13.9
351|4|17.9
351|4|14.1
351|4|13
351|4|10.9
351|4|14.4
351|4|14
351|9|10.25
351|9|10.75
351|9|10.75
351|2|10.1
351|2|6.3
351|2|3.6
351|2|7.8
351|2|10.1
351|2|6.9
351|2|9.9
351|2|10.8
351|2|12.6
351|7|13
351|7|11.5
351|7|15
351|7|11.5
351|7|13
351|7|13.5
351|10|8.5
351|10|9.25
351|10|9.5
351|10|6.75
351|1|5.5
351|1|8
351|1|6
351|1|7
351|1|8.5
351|1|11
351|1|6.5
351|1|5.5
351|5|12.75
351|5|11.5
351|5|7.25
351|5|5.25
351|5|8.5
351|6|10
351|6|11
351|6|5
351|6|9
351|6|8
351|6|4
414|3|9.5
414|3|9.5
414|3|7.5
414|3|7.5
414|3|9
414|3|9
414|3|9.5
414|8|16.5
414|8|11
414|8|16
414|4|14.7
414|4|13.2
414|4|_
414|4|16.3
414|4|12.5
414|4|11.4
414|4|12
414|4|13.4
414|9|10
414|9|9.75
414|9|4.75
414|2|10.1
414|2|9.7
414|2|7.7
414|2|12.8
414|2|8.9
414|2|6.8
414|2|10
414|2|13
414|2|8.5
414|7|13
414|7|14
414|7|12.5
414|7|14.5
414|7|14
414|7|13
414|7|14
414|10|8.25
414|10|8
414|10|6.75
414|10|9.5
414|10|5.25
414|1|3
414|1|5
414|1|6
414|1|9
414|1|6
414|1|7.5
414|1|7.5
414|1|10
414|5|8.25
414|5|7.5
414|5|9.25
414|5|6.25
414|5|10.75
414|6|10
414|6|8
414|6|6
414|6|6
414|6|10
414|6|12
420|3|9.5
420|3|9.5
420|3|10.5
420|3|7.5
420|3|10
420|3|9
420|3|11
420|8|13
420|8|10
420|8|16
420|4|12.1
420|4|10.9
420|4|15.1
420|4|11.1
420|4|15.4
420|4|14.9
420|4|12
420|9|6.75
420|9|5.25
420|9|13
420|2|9.9
420|2|10.1
420|2|5.5
420|2|9
420|2|15.4
420|2|10.6
420|2|8.8
420|2|10.9
420|7|11.5
420|7|14
420|7|15.5
420|7|13
420|7|12
420|7|14.5
420|7|13.5
420|10|8.75
420|10|8.25
420|10|8
420|10|9.25
420|10|11.75
420|1|5.5
420|1|7.5
420|1|7.5
420|1|12
420|1|9
420|1|6.5
420|1|8.5
420|1|8.5
420|5|13
420|5|10.75
420|5|13.25
420|5|9
420|5|12.25
420|6|9
420|6|_
420|6|12
420|6|7
420|6|9
433|3|12
433|3|5
433|3|8.5
433|3|9.5
433|3|10.5
433|3|8.5
433|3|9.5
433|8|7
433|8|15
433|8|14
433|4|13.2
433|4|13.3
433|4|18.1
433|4|13.9
433|4|11.2
433|4|11.1
433|4|14.6
433|4|15.2
433|9|16
433|9|10.25
433|2|8.9
433|2|14.7
433|2|10.4
433|2|15.2
433|2|10
433|2|7.2
433|2|13.5
433|2|13.5
433|2|14
433|7|15
433|7|15
433|7|15
433|7|13.5
433|7|14
433|7|11
433|7|14
433|10|12
433|10|8.75
433|10|7.5
433|10|7.5
433|10|12
433|1|5.5
433|1|10.5
433|1|7
433|1|10.5
433|1|7.5
433|1|12
433|1|6
433|1|7
433|5|10.5
433|5|7.5
433|5|13.5
433|5|14.5
433|5|8.5
433|6|11
433|6|8
433|6|7
433|6|11
433|6|8
445|3|9
445|3|7.5
445|3|_
445|3|9
445|3|9
445|3|9.5
445|3|9
445|8|11
445|8|15
445|8|7.5
445|4|14.3
445|4|15
445|4|14.1
445|4|17.7
445|4|15.8
445|4|17.4
445|4|17.5
445|9|11.75
445|9|13.5
445|9|7.75
445|2|11
445|2|7.7
445|2|9.9
445|2|9.9
445|2|11.1
445|2|10.1
445|2|7.8
445|2|6.9
445|2|9.3
445|7|12
445|7|13.5
445|7|13.5
445|7|13.5
445|7|13
445|7|10.5
445|7|15
445|10|8.75
445|10|9.25
445|10|8.75
445|10|7
445|10|7.5
445|1|8
445|1|4
445|1|9.5
445|1|7.5
445|1|7.5
445|1|9
445|1|11
445|1|8
445|5|13.25
445|5|7.5
445|5|10
445|5|8.25
445|5|11.25
445|6|7
445|6|11
445|6|11
445|6|13
445|6|10
445|6|6
450|3|9
450|3|8.5
450|3|9.5
450|3|10
450|3|9.5
450|3|7.5
450|3|8.5
450|8|11
450|8|18.5
450|8|7.5
450|4|15.3
450|4|15.8
450|4|12.4
450|4|14.5
450|4|11.1
450|4|14.8
450|4|12.9
450|4|14.3
450|9|7
450|9|14.25
450|9|15.25
450|2|11.2
450|2|13.7
450|2|_
450|2|8
450|2|6.4
450|2|15
450|2|12.7
450|2|9
450|2|12
450|7|13
450|7|14
450|7|14.5
450|7|14.5
450|7|14
450|7|16
450|7|12.5
450|10|6.5
450|10|8.5
450|10|7
450|10|10
450|10|8.75
450|1|10.5
450|1|6
450|1|7
450|1|7
450|1|6.5
450|1|8.5
450|1|_
450|5|11.75
450|5|11.75
450|5|7.75
450|5|12.75
